bioguide,icpsr,last,first,state,party,chamber
J000026,4863,jackson,samuel,IN,D,Senate
W000248,9913,weeks,sinclair,MA,R,Senate
A000046,39,adams,sherman,NH,R,House
B000086,381,baldwin,harry,MD,D,House
B000093,388,baldwin,joseph,NY,R,House
B000191,477,barry,william,NY,D,House
B000367,629,bennet,augustus,NY,R,House
B000640,863,boren,lyle,OK,D,House
B000743,954,bradley,michael,PA,D,House
B000828,1031,briggs,frank,MO,D,Senate
B000976,1161,brumbaugh,david,PA,R,House
B001061,1239,bunker,berkeley,NV,D,House
B001084,1258,burgin,william,NC,D,House
C000085,1450,campbell,howard,PA,R,House
C000115,1478,cannon,arthur,FL,D,House
C000211,1560,carville,edward,NV,D,Senate
C000565,1882,cochran,john,MO,D,House
C000584,1899,coffee,john,WA,D,House
C000996,2258,curley,james,MA,D,House
D000067,2349,daughton,ralph,VA,D,House
D000206,2473,de lacy,emerson,WA,D,House
D000335,2585,dickstein,samuel,NY,D,House
D000414,2656,donnell,forrest,MO,R,Senate
D000452,2687,douglas,emily,IL,D,House
D000469,2702,downey,sheridan,CA,D,Senate
E000016,2821,earthman,harold,TN,D,House
E000210,2986,ervin,joseph,NC,D,House
G000019,3436,gallagher,william,MN,D,House
G000051,3464,gardner,edward,OH,D,House
G000117,3524,geelan,james,CT,D,House
G000163,3563,gibson,john,GA,D,House
G000194,3592,gillespie,dean,CO,R,House
G000337,3718,gossett,charles,ID,D,Senate
G000532,3882,gurney,john,SD,R,Senate
H000146,4024,hancock,clarence,NY,R,House
H000200,4067,hare,butler,SC,D,House
H000293,4150,hart,thomas,CT,R,Senate
H000426,4264,healy,ned,CA,D,House
H000450,4282,heidinger,james,IL,R,House
H000515,4340,henry,robert,WI,R,House
H000668,4475,hoch,daniel,PA,D,House
H000682,4486,hoffman,carl,PA,R,House
H000741,4538,holmes,pehr,MA,R,House
H000757,4552,hook,frank,MI,D,House
H000913,4692,huffman,james,OH,D,Senate
I000052,4836,izac,edouard,CA,D,House
J000150,4970,johnson,jed,OK,D,House
J000159,4978,johnson,luther,TX,D,House
K000071,5149,kelly,edward,IL,D,House
K000231,5288,kinzer,john,PA,R,House
K000315,5359,kopplemann,herman,CT,D,House
L000003,5400,la follette,charles,IN,R,House
L000076,5458,lanham,fritz,TX,D,House
L000334,5685,link,william,IL,D,House
L000493,5823,lucas,scott,IL,D,Senate
L000497,5827,luce,clare,CT,R,House
M000091,5947,maloney,paul,LA,D,House
M000097,5953,mankin,helen,GA,D,House
M000272,6100,may,andrew,KY,D,House
M000446,6250,mcgehee,daniel,MS,D,House
M000451,6255,mcglinchey,herbert,PA,D,House
M000504,6298,mckenzie,charles,LA,D,House
M001029,6751,moses,john,ND,D,Senate
M001040,6761,mott,james,OR,R,House
M001099,6813,murphy,john,PA,D,House
M001127,6836,myers,francis,PA,D,Senate
O000029,7017,o'connor,james,MT,D,House
O000089,7073,o'neal,emmet,KY,D,House
O000137,7117,outland,george,CA,D,House
O000146,7126,overton,john,LA,D,Senate
P000105,7233,patrick,luther,AL,D,House
P000113,7239,patterson,ellis,CA,D,House
P000260,7371,peterson,hugh,GA,D,House
P000371,7472,pittenger,william,MN,R,House
P000361,,pinero,jesus,PR,O,House
P000488,7578,powers,david,NJ,R,House
P000498,7588,pratt,eliza,NC,D,House
Q000019,7678,quinn,peter,NY,D,House
R000032,7709,ramspeck,robert,GA,D,House
R000112,7780,reed,clyde,KS,R,Senate
R000163,7823,resa,alexander,IL,D,House
R000341,7980,robinson,james,UT,D,House
R000373,8009,rodgers,robert,PA,R,House
R000381,8017,roe,dudley,MD,D,House
R000382,8018,roe,james,NY,D,House
R000394,8026,rogers,george,NY,D,House
R000419,,romulo,carlos,PI,O,House
R000473,8089,rowan,william,IL,D,House
R000538,8140,russell,sam,TX,D,House
R000565,8162,ryter,joseph,CT,D,House
S000069,8220,satterfield,dave,VA,D,House
S000080,8230,savage,charles,WA,D,House
S000293,8406,sharp,edgar,NY,R,House
S000342,8451,sheridan,john,PA,D,House
S000481,8569,slaughter,roger,MO,D,House
S000668,8735,snyder,john,PA,D,House
S000792,8835,stanfill,william,KY,R,Senate
S000812,8851,starkey,frank,MN,D,House
S000918,8944,stewart,paul,OK,D,House
S001071,9086,sumner,jessie,IL,R,House
S001072,9087,sumners,hatton,TX,D,House
T000018,9160,talbot,joseph,CT,R,House
T000045,9183,tarver,malcolm,GA,D,House
T000079,9210,taylor,glen,ID,D,Senate
T000155,9283,thom,william,OH,D,House
T000164,9291,thomas,elbert,UT,D,Senate
T000177,9303,thomas,john,OK,D,Senate
T000295,9406,tolan,john,CA,D,House
T000315,9424,torrens,james,NY,D,House
T000357,9459,traynor,philip,DE,D,House
T000446,9538,tydings,millard,MD,D,Senate
V000118,9687,voorhis,horace,CA,D,House
W000021,9713,wagner,robert,NY,D,Senate
W000183,9859,wasielewski,thaddeus,WI,D,House
W000230,9897,weaver,zebulon,NC,D,House
W000257,9921,weiss,samuel,PA,D,House
W000645,10283,winter,thomas,KS,R,House
W000678,10311,wolfenden,james,PA,R,House
W000720,10350,woodrum,clifton,VA,D,House
T000387,9487,truman,harry,MO,D,Senate
B000095,390,baldwin,raymond,CT,R,Senate
B001069,1245,burch,thomas,VA,D,Senate
C000021,1395,cain,harry,WA,R,Senate
S001117,9125,swift,george,AL,D,Senate
T000008,,taft,kingsley,OH,R,Senate
U000005,9552,umstead,william,NC,D,Senate
A000163,144,almond,james,VA,D,House
A000250,200,andrews,walter,NY,R,House
A000296,248,arnold,samuel,MO,R,House
B000119,412,banta,parke,MO,R,House
B000332,598,bell,charles,MO,D,House
B000379,641,bennett,marion,MO,R,House
B000742,953,bradley,frederick,MI,R,House
B000750,961,bradley,willis,CA,R,House
B000816,1021,brewster,ralph,ME,R,Senate
B000891,1088,brophy,john,WI,R,House
B001016,1197,buck,ellsworth,NY,R,House
B001096,1269,burke,raymond,OH,R,House
C000192,1542,carson,henderson,OH,R,House
C000268,1614,chadwick,e.,PA,R,House
C000439,1771,clark,jerome,NC,D,House
C000473,1803,clason,charles,MA,R,House
C000529,1851,clippinger,roy,IL,R,House
C000590,1905,coffin,howard,MI,R,House
C000684,1986,connally,thomas,TX,D,Senate
C000810,2093,courtney,william,TN,D,House
C000887,2157,cravens,william,AR,D,House
C000939,2206,crow,william,PA,R,House
D000007,2304,d'alesandro,thomas,MD,D,House
D000212,2477,delaney,john,NY,D,House
D000280,2534,devitt,edward,MN,R,House
D000406,2650,domengeaux,james,LA,D,House
D000496,2726,drewry,patrick,VA,D,House
E000037,2838,ecton,zales,MT,R,Senate
E000119,2908,elliott,alfred,CA,D,House
E000135,2924,ellis,hubert,WV,R,House
E000159,2947,elsaesser,edward,NY,R,House
F000191,3207,flannagan,john,VA,D,House
F000199,3215,fletcher,charles,CA,R,House
F000241,3251,folger,john,NC,D,House
F000250,3258,foote,ellsworth,CT,R,House
F000404,3396,fuller,hadwen,NY,R,House
G000017,3434,gallagher,james,PA,R,House
G000111,3518,gearhart,bertrand,CA,R,House
G000135,3538,gerlach,charles,PA,R,House
G000169,3569,gifford,charles,MA,R,House
G000207,3605,gillie,george,IN,R,House
G000253,3644,goff,abe,ID,R,House
G000384,3756,grant,robert,IN,R,House
G000472,3831,griffiths,percy,OH,R,House
G000493,3851,gross,chester,PA,R,House
G000543,3890,gwynne,john,IA,R,House
H000212,4078,harless,richard,AZ,D,House
H000217,4082,harness,forest,IN,R,House
H000298,4155,hartley,fred,NJ,R,House
H000492,4318,hendricks,joseph,FL,D,House
H000863,4648,howell,george,IL,R,House
I000046,4831,isacson,leo,NY,O,House
J000058,4892,jarman,peterson,AL,D,House
J000086,4915,jenkins,mitchell,PA,R,House
J000117,4941,johnson,anton,IL,R,House
J000133,4955,johnson,glen,OK,D,House
J000165,4983,johnson,noble,IN,R,House
J000225,5036,jones,homer,WA,R,House
J000249,5059,jones,robert,OH,R,House
J000264,5072,jonkman,bartel,MI,R,House
K000082,5158,kem,james,MO,R,Senate
K000301,5352,knutson,harold,MN,R,House
L000052,5434,landis,gerald,IN,R,House
L000163,5531,lea,clarence,CA,D,House
L000279,5636,lewis,earl,OH,R,House
L000296,5650,lewis,william,KY,R,House
L000394,5739,lodge,henry,MA,R,Senate
L000454,5790,love,francis,WV,R,House
L000501,5831,ludlow,louis,IN,D,House
L000519,5842,lusk,georgia,NM,D,House
M000027,5888,mackinnon,george,MN,R,House
M000089,5946,maloney,franklin,PA,R,House
M000094,5950,manasco,carter,AL,D,House
M000112,5966,mansfield,joseph,TX,D,House
M000233,6070,mathews,frank,NJ,R,House
M000374,6186,mccowen,edward,OH,R,House
M000422,6228,mcdowell,john,PA,R,House
M000438,6242,mcfarland,ernest,AZ,D,Senate
M000442,6246,mcgarvey,robert,PA,R,House
M000456,6260,mcgrath,james,RI,D,Senate
M000499,6293,mckellar,kenneth,TN,D,Senate
M000560,6345,mcmahon,gregory,NY,R,House
M000617,6396,meade,hugh,MD,D,House
M000619,6398,meade,wendell,KY,R,House
M000764,6518,miller,william,CT,R,House
M000809,6557,mitchell,edward,IN,R,House
M001062,6780,muhlenberg,frederick,PA,R,House
N000121,6944,nodar,robert,NY,R,House
N000135,6957,norman,fred,WA,R,House
O000032,7020,o'conor,herbert,MD,D,Senate
O000160,7138,owens,thomas,IL,R,House
P000182,7300,peden,preston,OK,D,House
P000387,7487,ploeser,walter,MO,R,House
P000471,7563,potts,david,NY,R,House
P000524,7611,price,emory,FL,D,House
R000002,7683,rabin,benjamin,NY,D,House
R000022,7699,ramey,homer,OH,R,House
R000083,7754,rayfiel,leo,NY,D,House
R000137,7803,reeves,albert,MO,R,House
R000288,7932,rizley,ross,OK,R,House
R000319,7959,robertson,charles,ND,R,House
R000358,7996,robsion,john,KY,R,House
R000369,8005,rockwell,robert,CO,R,House
R000410,8040,rohrbough,edward,WV,R,House
R000522,8125,russell,charles,NV,R,House
S000063,8217,sarbacher,george,PA,R,House
S000156,8284,schwabe,max,MO,R,House
S000163,8290,scoblick,james,PA,R,House
S000670,8736,snyder,melvin,WV,R,House
S000755,8813,springer,raymond,IN,R,House
S000896,8924,stevenson,william,WI,R,House
S000998,9018,stratton,william,IL,R,House
S001076,9090,sundstrom,frank,NJ,R,House
T000189,9312,thomason,robert,TX,D,House
T000263,9377,tibbott,harve,PA,R,House
T000444,9537,twyman,robert,IL,R,House
V000025,9604,vandenberg,arthur,MI,R,Senate
W000304,9962,west,milton,TX,D,House
Y000058,10459,youngblood,harold,MI,R,House
Z000009,10468,zimmerman,orville,MO,D,House
B000894,1090,broughton,joseph,NC,D,Senate
B001169,,bushfield,vera,SD,R,Senate
F000057,3090,feazel,william,LA,D,Senate
B000232,512,bates,george,MA,R,House
B000399,659,benton,william,CT,D,Senate
B000448,699,biemiller,andrew,WI,D,House
B000545,785,bland,schuyler,VA,D,House
B000565,802,bloom,sol,NY,D,House
B000609,839,bolton,william,MD,D,House
B001028,1208,buckley,james,IL,D,House
B001056,1235,bulwinkle,alfred,NC,D,House
B001100,1273,burke,thomas,OH,D,House
C000259,1607,cavalcante,anthony,PA,D,House
C000317,1659,chapman,virgil,KY,D,Senate
C000347,1685,chesney,chester,IL,D,House
C000390,1723,church,ralph,IL,R,House
C000586,1901,coffey,robert,PA,D,House
C000774,2066,cordon,guy,OR,R,Senate
C000926,2193,crook,thurman,IN,D,House
D000048,2333,darby,harry,KS,R,Senate
D000071,2353,davenport,harry,PA,D,House
D000089,2371,davies,john,NY,D,House
D000454,2689,douglas,helen,CA,D,House
D000522,2751,dulles,john,NY,R,Senate
E000178,2963,engel,albert,MI,R,House
F000081,3110,ferguson,homer,MI,R,Senate
G000205,3603,gillette,guy,IA,D,Senate
G000219,3614,gilmer,william,OK,D,House
G000331,3714,gorski,chester,NY,D,House
G000332,3715,gorski,martin,IL,D,House
G000353,3731,graham,frank,NC,D,Senate
G000521,3874,guill,ben,TX,R,House
H000202,4069,hare,james,SC,D,House
H000495,4321,hendrickson,robert,NJ,R,Senate
H000663,4471,hobbs,samuel,AL,D,House
H000898,4681,huber,walter,OH,D,House
H000975,4747,hunt,lester,WY,D,Senate
J000034,4869,jacobs,andrew,IN,D,House
J000096,4925,jennings,john,TN,R,House
J000127,4949,johnson,edwin,CO,D,Senate
K000012,5096,karst,raymond,MO,D,House
K000041,5119,keefe,frank,WI,R,House
K000334,5371,kruse,edward,IN,D,House
L000161,5580,le fevre,jay,NY,R,House
L000173,5539,leahy,edward,RI,D,Senate
L000238,5602,lemke,william,ND,R,House
L000251,5616,lesinski,john,MI,D,House
L000301,5656,lichtenwalter,franklin,PA,R,House
L000332,5684,linehan,neil,IL,D,House
L000395,5740,lodge,john,CT,R,House
L000537,5859,lynch,walter,NY,D,House
M000037,5898,macy,william,NY,R,House
M000122,5974,marcantonio,vito,NY,O,House
M000144,5991,marsalis,john,CO,D,House
M000279,6107,maybank,burnet,SC,D,Senate
M000574,6358,mcmillen,rolla,IL,R,House
M000606,6387,mcsweeney,john,OH,D,House
M000680,6449,meyer,herbert,KS,R,House
M000693,6456,michener,earl,MI,R,House
M000705,6466,miles,john,NM,D,House
M000716,6475,miller,bert,ID,D,Senate
N000129,6951,noland,james,IN,D,House
N000153,6972,norton,mary,NJ,D,House
O000122,7103,o'sullivan,eugene,NE,D,House
P000002,7142,pace,stephen,GA,D,House
P000261,7372,peterson,james,FL,D,House
P000285,7390,pfeifer,joseph,NY,D,House
P000286,7391,pfeiffer,william,NY,R,House
P000306,7411,phillips,dayton,TN,R,House
P000395,7495,plumley,charles,VT,R,House
R000209,7864,rich,robert,PA,R,House
S000011,8172,sadowski,george,MI,D,House
S000029,8193,sanborn,john,ID,R,House
S000439,8535,sims,hugo,SC,D,House
S000536,8619,smith,frederick,OH,R,House
S000676,8739,somers,andrew,NY,D,House
T000056,9192,tauriello,anthony,NY,D,House
T000175,9301,thomas,john,NJ,R,House
W000012,9705,wadsworth,james,NY,R,House
W000019,9711,wagner,earl,OH,D,House
W000100,9784,walsh,john,IN,D,House
W000265,9928,welch,richard,CA,R,House
W000344,9998,wherry,kenneth,NE,R,Senate
W000359,10013,white,cecil,CA,D,House
W000361,10015,white,compton,ID,D,House
W000430,10077,whittington,william,MS,D,House
W000582,10222,wilson,george,OK,D,House
W000714,10344,woodhouse,chase,CT,D,House
W000744,10373,worley,francis,TX,D,House
C000506,1831,clements,earle,KY,D,Senate
S000639,8708,smith,willis,NC,D,Senate
A000001,1,aandahl,fred,ND,R,House
A000114,100,allen,asa,LA,D,House
A000196,173,anderson,john,CA,R,House
A000218,235,armstrong,orland,MO,R,House
B000080,377,bakewell,claude,MO,R,House
B000237,516,bates,joseph,KY,D,House
B000515,758,blackney,william,MI,R,House
B000649,869,bosone,reva,UT,D,House
B000792,998,breen,edward,OH,D,House
B000794,1000,brehm,walter,OH,R,House
B001002,1184,buchanan,frank,PA,D,House
B001039,1218,buffett,howard,NE,R,House
B001148,1316,burton,clarence,VA,D,House
B001179,1340,butler,john,NY,R,House
B001214,1369,byrne,william,NY,D,House
C000504,1829,clemente,louis,NY,D,House
C000606,1920,cole,albert,KS,R,House
C000655,1960,combs,jesse,TX,D,House
C000831,2111,cox,edward,GA,D,House
C000889,2159,crawford,fred,MI,R,House
D000249,2507,denny,harmar,PA,R,House
D000448,2684,doughton,robert,NC,D,House
D000516,2745,duff,james,PA,R,Senate
E000023,2827,eaton,charles,NJ,R,House
E000160,2948,elston,charles,OH,R,House
F000066,3096,fellows,frank,ME,R,House
F000399,3386,fugate,thomas,VA,D,House
F000431,3415,furcolo,john,MA,D,House
G000131,3536,george,walter,GA,D,Senate
G000206,3604,gillette,wilson,PA,R,House
G000338,3719,gossett,ed,TX,D,House
G000379,3752,granger,walter,UT,D,House
G000438,3802,greenwood,ernest,NY,D,House
H000050,3937,hall,edwin,NY,R,House
H000060,3946,hall,leonard,NY,R,House
H000356,4201,havenner,franck,CA,D,House
H000442,4278,hedrick,erland,WV,D,House
H000443,4279,heffernan,james,NY,D,House
H000548,4371,herter,christian,MA,R,House
H000679,4483,hoey,clyde,NC,D,Senate
I000037,4822,irving,theodore,MO,D,House
J000080,4911,jenison,edward,IL,R,House
J000224,5035,jones,hamilton,NC,D,House
K000039,5117,kee,john,WV,D,House
K000138,5208,kerr,john,NC,D,House
L000095,5476,larcade,henry,LA,D,House
L000224,5591,lehman,herbert,NY,D,Senate
L000318,5671,lind,james,PA,D,House
M000045,5905,magee,clare,MO,D,House
M000308,6132,mccarran,patrick,NV,D,Senate
M000455,6259,mcgrath,christopher,NY,D,House
M000465,6267,mcguire,john,CT,D,House
M000528,6317,mckinnon,clinton,CA,D,House
M000559,6346,mcmahon,brien,CT,D,Senate
M000577,6361,mcmullen,chester,FL,D,House
M000771,6525,millikin,eugene,CO,R,Senate
M000814,6561,mitchell,hugh,WA,D,House
M000878,6613,moody,arthur,MI,D,Senate
M001081,6799,murdock,john,AZ,D,House
M001094,6809,murphy,james,NY,D,House
M001112,6823,murray,reid,WI,R,House
O000095,7078,o'neill,harry,PA,D,House
O000133,7114,o'toole,donald,NY,D,House
P000327,7430,pickett,thomas,TX,D,House
Q000021,7680,quinn,thomas,NY,D,House
R000025,7702,ramsay,robert,WV,D,House
R000056,7731,rankin,john,MS,D,House
R000104,7774,redden,monroe,NC,D,House
R000453,8075,ross,robert,NY,R,House
S000001,8163,sabath,adolph,IL,D,House
S000067,8219,sasscer,lansdale,MD,D,House
S000155,8283,schwabe,george,OK,R,House
S000172,8299,scott,hardie,PA,R,House
S000214,8337,seaton,frederick,NE,R,Senate
S000461,8556,sittler,edward,PA,R,House
S000845,8879,stefan,karl,NE,R,House
S000923,8949,stigler,william,OK,D,House
S000936,8960,stockman,lowell,OR,R,House
S001056,9071,sullivan,john,MO,D,House
T000005,9148,tackett,boyd,AR,D,House
T000009,9152,taft,robert,OH,R,Senate
T000289,9401,tobey,charles,NH,R,Senate
T000320,9427,towe,harry,NJ,R,House
U000015,9561,underwood,thomas,KY,D,Senate
V000003,9584,vail,richard,IL,R,House
V000077,9653,vaughn,albert,PA,R,House
W000264,9927,welch,philip,MO,D,House
W000269,9930,welker,herman,ID,R,Senate
W000298,9956,werdel,thomas,CA,R,House
W000348,10002,whitaker,john,KY,D,House
W000699,10329,wood,john,GA,D,House
W000700,10330,wood,john,ID,R,House
W000718,10348,woodruff,roy,MI,R,House
D000198,2468,degraffenried,edward,AL,D,House
G000481,3839,griswold,dwight,NE,R,Senate
P000460,7551,potter,charles,MI,R,Senate
A000257,207,angell,homer,OR,R,House
B000176,464,barrett,frank,WY,R,Senate
B000242,520,battle,laurie,AL,D,House
B000486,731,bishop,cecil,IL,R,House
B000618,845,bonin,edward,PA,R,House
B000762,971,bramblett,ernest,CA,R,House
B000820,1024,bricker,john,OH,R,Senate
B000999,1181,bryson,joseph,SC,D,House
B001099,1272,burke,thomas,OH,D,Senate
B001161,1324,busbey,fred,IL,R,House
B001177,1338,butler,hugh,NE,R,Senate
C000070,1439,camp,albert,GA,D,House
C000080,1445,campbell,courtney,FL,D,House
C000416,1748,clardy,kit,MI,R,House
C000614,1928,cole,william,MO,R,House
C000674,1977,condon,robert,CA,D,House
C000932,2199,crosser,robert,OH,D,House
D000281,2538,d'ewart,wesley,MT,R,House
D000036,2326,daniel,marion,TX,D,Senate
F000034,,farrington,joseph,HI,R,House
F000190,3206,flanders,ralph,VT,R,Senate
G000258,3649,golden,james,KY,R,House
G000297,3682,goodwin,angier,MA,R,House
G000360,3737,graham,louis,PA,R,House
H000014,3902,hagen,harold,MN,R,House
H000284,4142,hart,edward,NJ,D,House
H000460,4290,heller,louis,NY,D,House
H000616,4431,hillelson,jeffrey,MO,R,House
H000858,4644,howell,charles,NJ,D,House
H000943,4720,hull,merlin,WI,R,House
H000979,4751,hunter,allan,CA,R,House
I000050,4834,ives,irving,NY,R,Senate
J000093,4922,jenner,william,IN,R,Senate
J000207,5020,jonas,edgar,IL,R,House
K000150,5217,kersten,charles,WI,R,House
K000176,5240,kilgore,harley,WV,D,Senate
K000292,5343,knowland,william,CA,R,Senate
L000070,5452,langer,william,ND,R,Senate
L000089,5471,lantaff,william,FL,D,House
L000496,5826,lucas,wingate,TX,D,House
L000525,5847,lyle,john,TX,D,House
M000086,5944,malone,george,NV,R,Senate
M000177,6021,martin,edward,PA,R,Senate
M000315,6137,mccarthy,joseph,WI,R,Senate
M000656,6429,merrill,d.,IN,R,House
M000729,6485,miller,howard,KS,D,House
O000009,6998,o'brien,george,MI,D,House
O000004,6995,oakman,charles,MI,R,House
P000107,7234,patten,harold,AZ,D,House
P000150,7271,payne,frederick,ME,R,Senate
P000475,7566,poulson,c.,CA,R,House
P000575,7656,purtell,william,CT,R,Senate
R000100,7771,reams,henry,OH,O,House
R000140,7806,regan,kenneth,TX,D,House
R000391,8023,rogers,dwight,FL,D,House
R000425,8050,roosevelt,franklin,NY,D,House
S000277,8392,shafer,paul,MI,R,House
S000499,8587,small,frank,MD,R,House
S000553,8635,smith,howard,NJ,R,Senate
S000797,8839,stanley,thomas,VA,D,House
S001006,9025,stringfellow,douglas,UT,R,House
S001087,9099,sutton,james,TN,D,House
T000259,9374,thye,edward,MN,R,Senate
U000032,9576,upton,robert,NH,R,Senate
W000123,9804,warburton,herbert,DE,R,House
W000190,9865,watkins,arthur,UT,R,Senate
W000252,9917,weichel,alvin,OH,R,House
W000342,9996,wheeler,william,GA,D,House
W000604,10244,wilson,joseph,TX,D,House
W000658,10294,withers,garrett,KY,D,House
Y000024,10431,yorty,samuel,CA,D,House
A000010,9,abel,hazel,NE,R,Senate
B000356,621,bender,george,OH,R,Senate
B000709,923,bowring,eva,NE,R,Senate
B000913,1106,brown,ernest,NV,R,Senate
C000906,2175,crippa,edward,WY,R,Senate
D000031,2322,daniel,charles,SC,D,Senate
O000088,7070,o'mahoney,joseph,WY,D,Senate
R000180,7837,reynolds,samuel,NE,R,Senate
S000187,8313,scott,william,NC,D,Senate
B000145,437,barkley,alben,KY,D,Senate
B000342,608,bell,john,TX,D,House
B000823,1027,bridges,henry,NH,R,Senate
B001009,1190,buchanan,vera,PA,D,House
B001131,1300,burnside,maurice,WV,D,House
C000156,1512,carlyle,frank,NC,D,House
C000327,1667,chase,jackson,NE,R,House
C000336,1676,chatham,richard,NC,D,House
C000743,2038,coon,samuel,OR,R,House
C000960,2227,crumpacker,shepard,IN,R,House
D000083,2365,davidson,irwin,NY,D,House
D000175,2448,deane,charles,NC,D,House
D000354,2604,dingell,john,MI,D,House
D000403,2647,dolliver,james,IA,R,House
D000411,2653,dondero,george,MI,R,House
D000421,2662,donovan,james,NY,D,House
E000146,2935,ellsworth,mathew,OR,R,House
F000035,,farrington,mary,HI,R,House
F000085,3114,fernandez,antonio,NM,D,House
F000126,3149,fine,sidney,NY,D,House
F000179,3197,fjare,orvin,MT,R,House
F000356,3349,frear,joseph,DE,D,Senate
G000031,3446,gamble,ralph,NY,R,House
G000124,3529,gentry,brady,TX,D,House
G000369,3744,granahan,william,PA,D,House
G000418,3783,green,theodore,RI,D,Senate
H000154,4031,hand,thomas,NJ,R,House
H000412,4251,hayworth,donald,MI,D,House
H000640,4450,hinshaw,john,CA,R,House
H000689,4493,hoffman,richard,IL,R,House
H000768,4562,hope,clifford,KS,R,House
J000157,4976,johnson,justin,CA,R,House
J000263,5071,jones,woodrow,NC,D,House
K000208,5267,king,karl,PA,R,House
K000261,5317,klein,arthur,NY,D,House
L000468,5803,lovre,harold,SD,R,House
M000199,6039,martin,thomas,IA,R,Senate
M001107,6819,murray,james,IL,D,House
M001108,6820,murray,james,MT,D,Senate
N000023,6856,neely,matthew,WV,D,Senate
N000031,6863,nelson,charles,ME,R,House
N000053,6882,neuberger,richard,OR,D,Senate
P000309,7415,phillips,john,CA,R,House
P000536,7622,priest,james,TN,D,House
R000111,7779,reed,chauncey,IL,R,House
R000214,7869,richards,james,SC,D,House
S000377,8484,short,dewey,MO,R,House
T000216,9338,thompson,ruth,MI,R,House
T000408,9505,tumulty,thomas,NJ,D,House
V000082,9657,velde,harold,IL,R,House
W000668,10303,wolcott,jesse,MI,R,House
Y000032,10437,young,clarence,NV,R,House
H000963,4737,humphreys,robert,KY,D,Senate
L000025,5411,laird,william,WV,D,Senate
R000167,7826,revercomb,william,WV,R,Senate
W000666,10301,wofford,thomas,SC,D,Senate
A000133,116,allen,john,CA,R,House
A000239,188,andresen,august,MN,R,House
B000276,550,beamer,john,IN,R,House
B000698,912,bowler,james,IL,D,House
B000964,1152,brownson,charles,IN,R,House
B001079,1254,burdick,usher,ND,R,House
B001167,1329,bush,prescott,CT,R,Senate
B001180,1341,butler,john,MD,R,Senate
B001211,1367,byrne,emmet,IL,R,House
C000128,1489,capehart,homer,IN,R,Senate
C000182,1533,carrigg,joseph,PA,R,House
C000189,1540,carroll,john,CO,D,Senate
C000221,1570,case,francis,SD,R,Senate
C000386,1719,chudoff,earl,PA,D,House
C000515,1839,clevenger,cliff,OH,R,House
C000617,1931,cole,william,NY,R,House
C000755,2049,cooper,jere,TN,D,House
C000804,2089,coudert,frederic,NY,R,House
C000905,2174,cretella,albert,CT,R,House
C000993,2256,cunningham,paul,IA,R,House
D000155,2430,dawson,william,UT,R,House
D000219,2484,dellay,vincent,NJ,D,House
D000228,2490,dempsey,john,NM,D,House
D000246,2504,dennison,david,OH,R,House
D000278,2531,devereux,james,MD,R,House
D000338,2588,dies,martin,TX,D,House
E000029,2833,eberharter,herman,PA,D,House
G000129,3534,george,myron,KS,R,House
G000316,3700,gordon,thomas,IL,D,House
G000447,3809,gregory,noble,KY,D,House
G000541,3888,gwinn,ralph,NY,R,House
H000036,3924,hale,robert,ME,R,House
H000182,4050,harden,cecil,IN,R,House
H000275,4134,harrison,robert,NE,R,House
H000318,4172,haskell,harry,DE,R,House
H000405,4244,hays,lawrence,AR,D,House
H000502,4328,hennings,thomas,MO,D,Senate
H000549,4372,heselton,john,MA,R,House
H000613,4429,hill,william,CO,R,House
H000623,4437,hillings,patrick,CA,R,House
H000740,4537,holmes,otis,WA,R,House
H001021,4785,hyde,dewitt,MD,R,House
J000045,4880,james,benjamin,PA,R,House
J000088,4917,jenkins,thomas,OH,R,House
K000029,5109,kean,robert,NJ,R,House
K000030,5110,kearney,bernard,NY,R,House
K000042,5120,keeney,russell,IL,R,House
K000058,5136,kelley,augustine,PA,D,House
K000300,5351,knutson,coya,MN,D,House
K000332,5370,krueger,otto,ND,R,House
L000077,5459,lanham,henderson,GA,D,House
L000108,5488,latham,henry,NY,R,House
L000157,5552,le compte,karl,IA,R,House
L000416,5757,long,george,LA,D,House
M000274,6102,may,edwin,CT,R,House
M000354,6169,mcconnell,samuel,PA,R,House
M000460,6262,mcgregor,j.,OH,R,House
M000483,6280,mcintosh,robert,MI,R,House
M000609,6389,mcvey,william,IL,R,House
M000715,6474,miller,arthur,NE,R,House
M000724,6481,miller,edward,MD,R,House
M000935,6664,morano,albert,CT,R,House
N000017,6851,neal,william,WV,R,House
N000097,6922,nicholson,donald,MA,R,House
N000110,6933,nimtz,f.,IN,R,House
O000056,7044,o'hara,joseph,MN,R,House
P000119,7245,patterson,james,CT,R,House
R000008,7687,radwan,edmund,NY,R,House
R000329,7969,robeson,edward,VA,D,House
R000359,7997,robsion,john,KY,R,House
S000009,8170,sadlak,antoni,CT,R,House
S000194,8318,scrivner,errett,KS,R,House
S000198,8322,scudder,hubert,CA,R,House
S000315,8426,sheehan,timothy,IL,R,House
S000390,8495,shuford,george,NC,D,House
S000405,8506,sieminski,alfred,NJ,D,House
S000437,8533,simpson,sidney,IL,R,House
S000585,8663,smith,lawrence,WI,R,House
S000819,8857,stauffer,simon,PA,R,House
T000028,9168,talle,henry,IA,R,House
T000139,9267,tewes,donald,WI,R,House
V000119,9688,vorys,john,OH,R,House
